anime_id,title,type,source,episodes,aired,duration,rating,score,scored_by,rank,popularity,members,producer,licensor,studio,genre,opening_theme,ending_theme
17080,Soukyuu no Fafner: Dead Aggressor - Exodus,TV,Original,13,"{'from': '2015-01-09', 'to': '2015-04-03'}",24 min. per ep.,PG-13 - Teens 13 or older,7.44,4672,1870.0,3103,14731,"Starchild Records, Mainichi Broadcasting System",,Xebec Zwei,"Action, Drama, Mecha, Military, Sci-Fi","['""Exist (イグジスト)"" by angela (eps 2-13)']","['""Anya Kouro (暗夜航路)"" by angela (eps 2-13)']"
27747,Jokei Kazoku III: Himitsu - The Anime,OVA,Visual novel,1,"{'from': '2014-11-07', 'to': '2014-11-07'}",25 min.,Rx - Hentai,6.33,552,,6956,1922,MS Pictures,,,Hentai,[],[]
1710,Rockman.EXE,TV,Unknown,56,"{'from': '2002-03-04', 'to': '2003-03-31'}",21 min. per ep.,PG-13 - Teens 13 or older,7.02,12259,3506.0,2417,23972,"TV Tokyo, Shogakukan Productions, Nihon Ad Systems, Half H.P Studio",Viz Media,Xebec,"Action, Game, Sci-Fi, Adventure, Comedy, Mecha, Shounen","['#01: ""Kaze wo Tsukinukete"" by Jin Hashimoto']","['#01: ""Piece of Peace"" by Mika (eps 1-25)', '#02: ""begin the TRY"" by Showtaro Morikubo (eps 26-56)']"
7044,Zan Sayonara Zetsubou Sensei Bangaichi,OVA,Manga,2,"{'from': '2009-11-17', 'to': '2010-02-17'}",26 min. per ep.,R - 17+ (violence & profanity),7.88,11229,750.0,2257,26896,,,Shaft,"Comedy, Parody, School","['""Ringo Mogire Beam! (林檎もぎれビーム！)"" by Kenji Ohtsuki & Zetsubou Shoujo-tachi (Ai Nonaka, Marina Inoue, Yu Kobayashi, Miyuki Sawashiro, Ryoko Shintani)']","['#1: ""Zetsubou Restaurant (絶望レストラン)"" by Asuka Tanii, Asami Sanada, Yuko Goto, & Miyu Matsuki (ep 1)', '#2: ""Kurayami Shinchuu Soushi Souai (暗闇心中相思相愛)"" by Hiroshi Kamiya (ep 2)']"
24713,Miss Monochrome: The Animation - Soccer-hen,ONA,Original,1,"{'from': '2014-06-17', 'to': '2014-06-17'}",4 min.,G - All Ages,6.29,3538,6440.0,4461,6233,,,"SANZIGEN, LIDENFILMS","Slice of Life, Comedy, Sports",[],"['""Poker Face (ポーカーフェイス)"" by Miss Monochrome (CV: Yui Horie)']"
36051,Hitozuma Life: One Time Gal,OVA,Manga,2,"{'from': '2017-09-08', 'to': '2017-12-08'}",17 min. per ep.,Rx - Hentai,6.21,676,,7169,1727,EDGE,,,Hentai,[],[]
34151,Landreaall,OVA,Manga,0,"{'from': '2017-02-25', 'to': '2017-02-25'}",Unknown,PG-13 - Teens 13 or older,5.94,18,11060.0,8052,1127,,,Will Palette,"Action, Adventure, Romance, Martial Arts, Fantasy",[],[]
8533,Hana no Kage,ONA,Original,1,"{'from': None, 'to': None}",17 min.,PG-13 - Teens 13 or older,6.13,337,6995.0,7822,1256,,,,"Demons, Drama, Historical, Romance",[],[]
36326,Tamagawa Kyoudai,OVA,Novel,1,"{'from': None, 'to': None}",18 min.,PG-13 - Teens 13 or older,6.14,7,12352.0,14302,28,,,,Historical,[],[]
952,Magical Nyan Nyan Taruto,TV,Unknown,12,"{'from': '2001-07-05', 'to': '2001-09-27'}",22 min. per ep.,G - All Ages,6.37,1295,6129.0,5091,4500,"Bandai Visual, Dentsu",Bandai Entertainment,"Madhouse, TNK","Comedy, Magic","['""Kyou no Hana"" by Masumi Itou']","['""Hana Uta no Hareruya!"" by Hisayo Mochizuki, Masayo Kurata, Maria Yamamoto']"
2518,Masuda Kousuke Gekijou Gag Manga Biyori 2,TV,Manga,12,"{'from': '2006-08-05', 'to': '2006-10-21'}",5 min. per ep.,PG-13 - Teens 13 or older,7.42,917,1940.0,6632,2221,"Bandai Visual, SKY Perfect Well Think, Kids Station, DAX Production",,Artland,Comedy,[],[]
23365,By Your Side,Music,Unknown,1,"{'from': '2014-03-11', 'to': '2014-03-11'}",5 min.,PG - Children,6.14,492,6950.0,8653,820,dwarf,,,Music,[],[]
31267,Akuma no Kairozu,Movie,Original,1,"{'from': None, 'to': None}",7 min.,G - All Ages,4.67,85,9269.0,11085,213,,,,Dementia,[],[]
10104,Loups=Garous Picture Drama,Special,Unknown,1,"{'from': '2010-08-28', 'to': '2010-08-28'}",8 min.,PG - Children,5.47,502,8417.0,7949,1183,,Sentai Filmworks,Production I.G,"Mystery, Sci-Fi",[],[]
33759,Feng Wei Ying Xiong,ONA,Original,13,"{'from': '2015-09-16', 'to': '2016-07-03'}",16 min. per ep.,PG-13 - Teens 13 or older,6.64,64,5008.0,11092,215,,,,"Action, Fantasy",[],[]
3011,Yotsunoha,OVA,Visual novel,2,"{'from': '2008-02-29', 'to': '2008-03-28'}",37 min. per ep.,PG-13 - Teens 13 or older,6.44,4673,5859.0,3789,9325,Rondo Robe,,Hal Film Maker,"Romance, School","['""Koisuru Kioku (恋する記憶)"" by Yui Sakakibara']","['""Negai (ねがい)"" by Chata']"
31592,Pokemon XY&Z,TV,Game,47,"{'from': '2015-10-29', 'to': '2016-10-27'}",23 min. per ep.,PG - Children,7.8,16342,884.0,2050,31558,,The Pokemon Company International,OLM,"Action, Adventure, Comedy, Kids, Fantasy","['""XY&Z"" by Rica Matsumoto']","['#1: ""Puni-chan no Uta (プニちゃんのうた)"" by Eureka (Mariya Ise) (eps 1-13, 15-19, 21-30, 32-34, 38-41, 44, 45)', '#2: ""Rocket-dan Danka (ロケット団団歌)"" by Rocket-dan (ep 14)', '#3: ""DoriDori (ドリドリ)"" by Serena (Mayuki Makiguchi) (ep 20)', '#4"" ""Kira Kira (キラキラ)"" by Citron (Yuki Kaji) (ep 31)', '#5: ""Pikachuu no Uta (ピカチュウのうた)"" by Pikachuu (Ikue Ootani) (eps 35-37)', '#6: ""Nyarth no Ballad (ニャースのバラード)"" by Nyarth (Inuko Inuyama) (ep 42, 43, 46)', '#7:  ""V (Volt) (Ｖ（ボルト）)"" by Yusuke (ep 47)']"
33529,Kubbe PV Full ver.,ONA,Picture book,1,"{'from': '2012-05-15', 'to': '2012-05-15'}",3 min.,G - All Ages,5.1,20,10993.0,13797,62,TMS Entertainment,,Echoes,Fantasy,[],[]
27829,Heavy Object,TV,Light novel,24,"{'from': '2015-10-03', 'to': '2016-03-26'}",23 min. per ep.,PG-13 - Teens 13 or older,7.38,35792,2110.0,913,93944,"Movic, Magic Capsule, Warner Bros., KlockWorx, ASCII Media Works, Showgate, Gree",Funimation,"J.C.Staff, SANZIGEN","Action, Mecha, Military, Sci-Fi","['#1: ""One More Chance!!"" by ALL OFF (eps 2-7, 9-11)', '#2: ""Never Gave Up"" by ALL OFF (eps 13-23)']","['#1: ""One More Chance!!"" by ALL OFF (ep 1)', '#2: ""Dear Brave (ディアブレイブ)"" by Kano (eps 2-12)', '#3: ""Kawaranai Tsuyosa (変わらない強さ)"" by Yuka Iguchi (eps 13-)']"
31378,Owari no Seraph: Kyuuketsuki Shahar,OVA,Manga,1,"{'from': '2016-05-02', 'to': '2016-05-02'}",23 min.,R - 17+ (violence & profanity),7.22,13362,2739.0,1997,32991,,,Wit Studio,"Action, Military, Supernatural, Drama, Vampire, Shounen",[],"['""Orarion (オラリオン)"" by Nagi Yanagi']"
9884,Osomatsu-kun,TV,Manga,56,"{'from': '1966-02-05', 'to': '1967-03-25'}",25 min. per ep.,PG - Children,6.86,242,4084.0,6816,2038,Mainichi Broadcasting System,,Studio Zero,Comedy,[],[]
3921,Kamyla,OVA,Manga,3,"{'from': '2002-04-18', 'to': '2002-09-18'}",30 min. per ep.,Rx - Hentai,5.79,487,,7673,1346,"Studio Tulip, NuTech Digital",,,"Hentai, Police",[],[]
5956,High School! Kimengumi (Movie),Movie,Unknown,1,"{'from': '1986-07-12', 'to': '1986-07-12'}",50 min.,PG - Children,6.3,123,6387.0,9974,391,"Studio Comet, Tsuchida Productions",,,"Action, Comedy, Parody, Romance, School, Shounen",[],[]
33113,Scared Rider Xechs,TV,Visual novel,12,"{'from': '2016-07-06', 'to': '2016-09-21'}",24 min. per ep.,PG-13 - Teens 13 or older,5.31,2727,8676.0,3010,15589,"Sotsu, MediaNet, AT-X, MAGES., Docomo Anime Store, 5pb.",Funimation,Satelight,"Sci-Fi, Adventure, Harem, Romance","['""Ao to Kurenai no Forzato (青と紅のフォルツァート)"" by Yousuke Christoph Komae (Tatsuhisa Suzuki) & Takuto Kirisawa (Mamoru Miyano)']","['#1: ""old revelation"" by Hijiri Mutsuki (KENN) (eps 1-6, 8-9, 11)', '#2: ""Dan-Gun-Xechs"" by Takuto Kirisawa (Mamoru Miyano) (ep 7)', '#3: ""path of truth"" by Hijiri Mutsuki (KENN) (ep 10)', '#4: ""STARDUST LOVERS"" by Takuto Kirisawa (Mamoru Miyano) & Hijiri Mutsuki (KENN) (ep 12)']"
4419,Catman,ONA,Unknown,7,"{'from': None, 'to': None}",3 min. per ep.,PG-13 - Teens 13 or older,6.18,672,6820.0,7059,1823,Fuji TV,,,"Slice of Life, Fantasy, Comedy",[],[]
5492,Platonic Chain: Web,Special,Novel,1,"{'from': '2003-09-14', 'to': '2003-09-14'}",15 min.,PG-13 - Teens 13 or older,5.78,148,7851.0,9942,400,ACiD FiLM,,,"Sci-Fi, Slice of Life",[],[]
1243,Night Head Genesis,TV,Manga,24,"{'from': '2006-06-17', 'to': '2006-12-31'}",24 min. per ep.,R - 17+ (violence & profanity),6.85,7598,4118.0,2462,23285,"Actas, HoriPro, Four Some",Media Blasters,Bee Media,"Sci-Fi, Mystery, Psychological, Supernatural, Drama",[],"['#1: ""言葉 (Kotoba)"" by Under Graph', '#2: ""Nemutte Ita Kimochi, Nemutte Ita Kokoro"" by Aya Kamiki']"
4933,Muu no Hakugei,TV,Original,26,"{'from': '1980-04-04', 'to': '1980-09-26'}",25 min. per ep.,PG-13 - Teens 13 or older,6.52,128,5523.0,9344,552,Yomiuri Telecasting,,,"Action, Fantasy, Sci-Fi","['""Muu e Tobe (ムーへ飛べ)"" by Ichirou Mizuki']","['""Shinjirukai (信じるかい)"" by Ichirou Mizuki']"
37152,Shaonian Jinyiwei 2nd Season,ONA,Original,13,"{'from': '2017-09-18', 'to': '2018-01-11'}",20 min. per ep.,PG-13 - Teens 13 or older,5.78,9,12021.0,13820,61,Boyan Pictures,,,"Adventure, Mystery, Historical, Romance, Martial Arts",[],[]
9409,D-1 Devastator,OVA,Unknown,2,"{'from': '1992-12-11', 'to': '1993-02-26'}",50 min. per ep.,R+ - Mild Nudity,5.7,87,7992.0,9764,438,Takara,,,"Mecha, Sci-Fi",[],"['#1: ""Rash Guy"" by Akira Kamino', '#2: ""Follow You"" by Mayumi Arai']"
1737,Uchuu Senshi Baldios,TV,Unknown,34,"{'from': '1980-06-30', 'to': '1981-01-25'}",25 min. per ep.,PG-13 - Teens 13 or older,6.66,152,4949.0,8563,857,Kokusai Eigasha,,Production Reed,"Sci-Fi, Adventure, Space, Drama, Mecha, Shounen","['""Ashita ni Ikiro Baldios (あしたに生きろバルディオス)"" by Kouichi Ise']","['""Marin, Inochi no Tabi (マリン, いのちの旅)"" by Kouichi Ise']"
34741,Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (TV),TV,Other,37,"{'from': '2017-04-15', 'to': '2017-12-23'}",24 min. per ep.,PG - Children,5.65,37,12467.0,9662,468,TBS,,OLM,"Adventure, Mecha, Police, Sci-Fi","['""Wacha-Gacha! (ワチャ-ガチャ！)"" by SUPER★DRAGON']","['""Nayameru Hero (悩めるヒーロー)"" by SECRET GUYZ']"
34889,Cerberus,Music,Original,1,"{'from': '2016-12-24', 'to': '2016-12-24'}",4 min.,G - All Ages,5.53,68,8315.0,12360,130,Mirai Records,,,Music,[],[]
2929,Moonlight Mile 2nd Season: Touch Down,TV,Manga,14,"{'from': '2007-09-13', 'to': '2007-12-13'}",25 min. per ep.,R+ - Mild Nudity,7.46,1207,1779.0,5711,3368,,,Studio Hibari,"Adventure, Drama, Sci-Fi, Space",[],"['""BOAT HOUSE"" by the pillows']"
26111,Hibike! Wadaiko,OVA,Unknown,1,"{'from': None, 'to': None}",22 min.,G - All Ages,6.64,44,10435.0,9931,401,,,Toei Animation,"Drama, Kids",[],[]
16664,Kaguya-hime no Monogatari,Movie,Other,1,"{'from': '2013-11-23', 'to': '2013-11-23'}",2 hr. 17 min.,G - All Ages,8.32,34776,220.0,1106,74970,,GKIDS,Studio Ghibli,"Fantasy, Historical",[],"['""Inochi no Kioku (いのちの記憶)"" by Kazumi Nikaidou (二階堂和美)']"
37124,THE iDOLM@STER Cinderella Girls: Starlight Stage - Shinshun! Happy New Year Campaign,Special,Game,1,"{'from': '2017-12-31', 'to': '2017-12-31'}",15 sec.,G - All Ages,5.55,33,12417.0,11022,233,,,,"Game, Music",[],[]
2851,Ninkuu (Movie),Movie,Manga,1,"{'from': '1995-07-15', 'to': '1995-07-15'}",26 min.,G - All Ages,6.19,462,6800.0,8175,1052,,Media Blasters,Studio Pierrot,"Action, Adventure, Comedy, Historical, Martial Arts, Shounen","['""Radiance is inside of You"" by Yume Suzuki']","['""Soredemo Ashita wa Yatte Kuru"" by Yume Suzuki']"
34422,Two Tea Two,Movie,Original,1,"{'from': None, 'to': None}",3 min.,R+ - Mild Nudity,3.62,39,12539.0,13531,76,,,,Dementia,[],[]
4178,Dream Hazard: Akuma no Program,OVA,Manga,1,"{'from': '1998-02-25', 'to': '1998-02-25'}",27 min.,Rx - Hentai,4.57,292,,8716,790,NuTech Digital,Central Park Media,,Hentai,[],[]
24905,Go-hiki no Kobuta to Charleston,Music,Music,1,"{'from': '1964-08-03', 'to': '1964-08-03'}",2 min.,G - All Ages,4.74,62,9238.0,11909,152,NHK,,,"Music, Kids",[],[]
17551,Shakugan no Shana: Shana & Yuuji no Naze Nani Shana! Nandemo Shitsumon-bako!,Special,Unknown,1,"{'from': '2007-04-04', 'to': '2007-04-04'}",5 min.,PG-13 - Teens 13 or older,6.54,1271,5465.0,5010,4677,,,J.C.Staff,"Fantasy, Comedy, Supernatural",[],[]
23697,Kara no Kyoukai: Manner Movies,Movie,Unknown,7,"{'from': '2007-12-01', 'to': '2009-08-08'}",1 min. per ep.,G - All Ages,6.45,2969,5799.0,4242,7132,Aniplex,Aniplex of America,ufotable,"Action, Comedy",[],[]
28779,Futa-bu!!,OVA,Manga,2,"{'from': '2015-02-20', 'to': '2015-05-01'}",20 min. per ep.,Rx - Hentai,7.29,4052,,4024,8028,White Bear,,Studio 9 MAiami,"Hentai, School, Yuri",[],[]
37555,Hangyakusei Million Arthur,TV,Game,0,"{'from': '2018-05-11', 'to': None}",Unknown,None,0.0,0,,9862,414,,,,"Action, Adventure, Magic, Fantasy",[],[]
33938,Koiwai Junsui Kajuu: Bokura Junsui-hen,Special,Original,1,"{'from': None, 'to': None}",30 sec.,G - All Ages,4.36,25,10946.0,13772,62,,,,Music,[],[]
34249,Aqua Kids,TV,Original,26,"{'from': '2004-04-01', 'to': '2004-09-23'}",26 min. per ep.,G - All Ages,4.75,12,9638.0,13402,80,,,,"Adventure, Kids",[],[]
31402,Soul Worker: Your Destiny Awaits,ONA,Game,5,"{'from': '2016-03-17', 'to': '2016-04-05'}",3 min. per ep.,PG-13 - Teens 13 or older,6.0,630,7360.0,6941,1937,,,Larx Entertainment,"Action, Fantasy, Sci-Fi",[],"['""Burning Soul"" by GARNiDELiA']"
5876,Izumo,OVA,Unknown,2,"{'from': '1991-09-21', 'to': '1991-10-21'}",30 min. per ep.,PG - Children,6.12,67,7026.0,10185,346,,,,"Adventure, Fantasy, Historical",[],[]
33835,PJ Berri no Mogumogu Munyamunya,TV,Game,20,"{'from': '2016-08-19', 'to': '2017-03-09'}",1 min. per ep.,G - All Ages,6.31,13,11774.0,11771,161,Fuji TV,,Doga Kobo,Comedy,[],[]
6726,Hanasakeru Seishounen Recaps,Special,Manga,3,"{'from': '2009-06-28', 'to': '2009-10-18'}",24 min. per ep.,PG-13 - Teens 13 or older,6.93,1027,3810.0,5869,3113,,,Studio Pierrot,"Drama, Romance, Shoujo",[],[]
29924,Goman-hiki,Movie,Unknown,100,"{'from': '1962-05-11', 'to': '1965-05-11'}",3 min. per ep.,G - All Ages,5.78,9,10255.0,13129,92,Otogi Production,,,Kids,[],[]
6205,Kämpfer,TV,Light novel,12,"{'from': '2009-10-02', 'to': '2009-12-18'}",24 min. per ep.,R+ - Mild Nudity,6.64,97625,5016.0,432,181296,"TBS, RAY",Sentai Filmworks,Nomad,"Action, Comedy, Ecchi, Romance, School, Shoujo Ai, Super Power","['""Unreal♥Paradise (あんりある♥パラダイス)"" by Minami Kuribayashi']","['""One Way Ryouomoi (ワンウェイ両想い)"" by Marina Inoue and Megumi Nakajima']"
8696,Shiroi Michi,Music,Music,1,"{'from': None, 'to': None}",2 min.,G - All Ages,5.48,127,8410.0,10838,245,NHK,,,Music,[],[]
36641,Grand Marche no Meikyuu,ONA,Game,1,"{'from': '2016-08-31', 'to': '2016-08-31'}",2 min.,G - All Ages,4.6,10,10273.0,14038,44,,,,"Fantasy, Game",[],[]
6590,Makai Kishi Ingrid,OVA,Visual novel,4,"{'from': '2009-06-20', 'to': '2010-08-26'}",30 min. per ep.,Rx - Hentai,7.11,2809,,4230,7176,"Pixy, Oz, ZIZ Entertainment (ZIZ), Anime Antenna Iinkai",,,"Demons, Fantasy, Hentai, Martial Arts",[],"['#1: 「幻夢想」(""Dream vision"") by 薬師るい (Rui Yakushi) (eps 1-4)']"
935,Witchblade,TV,Other,24,"{'from': '2006-04-06', 'to': '2006-09-21'}",24 min. per ep.,R - 17+ (violence & profanity),7.37,32824,2171.0,1070,77489,"GDH, SKY Perfect Well Think, Sotsu Music Publishing",Funimation,Gonzo,"Action, Sci-Fi, Super Power","['#1: ""XTC"" by Psychic Lover (eps 1-13, 24)', '#2: ""Dear Bob"" by KOOLOGI (eps 14-23)']","['#1: ""Ashita no Te (あしたの手)"" by Mamiko Noto (eps 01-13)', '#2: ""Kutsu Himo"" by Asami Yamamoto (eps 13-23)', '#3: ""kodou ~get closer~ (鼓動～get closer～)"" by PSYCHIC LOVER (ep 24)']"
3762,The Borgman: Last Battle,OVA,Other,1,"{'from': '1989-09-16', 'to': '1989-09-16'}",59 min.,PG-13 - Teens 13 or older,6.11,174,7071.0,9505,508,,,Production Reed,"Action, Sci-Fi, Demons","['""Traps in the Night"" by Kouichi Yamadera']","['""Seishun no Monument (青春のモニュメント)"" by Naoko Matsui, Yasunori Matsumoto, Yoshino Takamori, Kouichi Yamadera']"
531,Bishoujo Senshi Sailor Moon R: The Movie,Movie,Manga,1,"{'from': '1993-12-05', 'to': '1993-12-05'}",1 hr. 1 min.,PG-13 - Teens 13 or older,7.78,23271,916.0,1783,39752,,Viz Media,Toei Animation,"Drama, Magic, Romance, Shoujo","['""Moonlight Densetsu"" by DALI']","['""Moon Revenge"" by Peach Hips']"
1926,Jishu Seisaku Movie Binchou-tan,Music,Manga,1,"{'from': '2005-08-14', 'to': '2005-08-14'}",4 min.,G - All Ages,6.18,1023,6790.0,6916,1948,TBS,,Ishikawa Pro,"Slice of Life, Music",[],"['""Aozora ni Wasuremono (青空にわすれもの)"" by LOOPCUBE feat. Nari Amatoya']"
30393,Hana no Hanashi,Movie,Unknown,1,"{'from': None, 'to': None}",5 min.,G - All Ages,5.06,68,8981.0,11846,157,,,,Slice of Life,[],[]
36537,Starmyu OVA (2018),OVA,Original,1,"{'from': None, 'to': None}",Unknown,None,0.0,0,,7653,1365,NBCUniversal Entertainment Japan,,,"Music, School, Slice of Life",[],[]
25689,Hyakka Ryouran: Samurai After,OVA,Light novel,2,"{'from': '2015-01-23', 'to': '2015-07-01'}",24 min. per ep.,R+ - Mild Nudity,6.78,4516,4400.0,3341,12665,,,Arms,"Ecchi, Harem",[],[]
25939,Mahou Shoujo Lyrical Nanoha ViVid,TV,Manga,12,"{'from': '2015-04-03', 'to': '2015-06-19'}",25 min. per ep.,PG-13 - Teens 13 or older,6.82,5817,4243.0,2953,16324,"Aniplex, Starchild Records",,A-1 Pictures,"Action, Adventure, Magic","['""Angel Blossom"" by Nana Mizuki']","['""Pleasure treasure"" by Yukari Tamura']"
36119,Uma no Friends,ONA,Game,1,"{'from': '2017-08-08', 'to': '2017-08-08'}",3 min.,G - All Ages,6.5,885,5625.0,6221,2694,Aoni Production,,,"Comedy, Sports, Fantasy",[],[]
4467,Universe,Music,Unknown,1,"{'from': None, 'to': None}",4 min.,G - All Ages,6.63,901,5084.0,7421,1522,,,Production I.G,"Fantasy, Music",[],[]
17681,Zettai Bouei Leviathan,TV,Game,13,"{'from': '2013-04-06', 'to': '2013-07-06'}",20 min. per ep.,PG-13 - Teens 13 or older,6.38,7992,6101.0,2588,21242,"TV Tokyo, ZERO-A, Gree",Sentai Filmworks,Gonzo,"Fantasy, Magic, Comedy","['""Hajimari no Resolution (始まりのResolution)"" by Yuki Kanno (カンノユキ)']","['""Truly"" by PASSPO☆']"
32660,Petit Petit Muse,TV,Original,26,"{'from': '2008-01-27', 'to': '2008-07-26'}",25 min. per ep.,G - All Ages,6.85,13,11754.0,11634,170,KBS,,,"Cars, Horror, Kids",[],[]
36784,Hataraku Onii-san!,TV,Original,12,"{'from': '2018-01-05', 'to': '2018-03-23'}",4 min. per ep.,G - All Ages,6.3,1257,6386.0,5470,3739,"Lantis, Movic, BS Fuji, Tokyo MX, Good Smile Company",,Tomovies,"Slice of Life, Comedy","['""Hataraku Onii-san (働くお兄さん)"" by DearDream']","['""KEEP YOUR HOPE ALIVE"" by DearDream']"
1770,Unbalance,OVA,Visual novel,3,"{'from': '2002-06-28', 'to': '2002-12-27'}",30 min. per ep.,Rx - Hentai,5.92,559,,7215,1688,Discovery,,AT-2,Hentai,[],[]
22081,Cosplay Rakuen,OVA,Original,1,"{'from': '2014-01-01', 'to': '2014-01-01'}",16 min.,Rx - Hentai,6.02,897,,6563,2296,Toranoana,,,Hentai,[],[]
944,The Third: Aoi Hitomi no Shoujo,TV,Light novel,24,"{'from': '2006-04-14', 'to': '2006-10-27'}",23 min. per ep.,R - 17+ (violence & profanity),7.37,6124,2168.0,2964,16199,,"Nozomi Entertainment, Kadokawa Pictures USA",Xebec,"Action, Adventure, Sci-Fi, Seinen","['""Sajou no Yume"" by Sasaki Yuuko']","['#1: ""ING"" by Chou Hikou Shounen (eps 1-12)', '#2: ""Late Show"" by Chou Hikou Shounen (eps 13-24)']"
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,TV,Light novel,13,"{'from': '2013-04-05', 'to': '2013-06-28'}",24 min. per ep.,PG-13 - Teens 13 or older,8.11,306308,429.0,74,523671,"Geneon Universal Entertainment, TBS, Delfi Sound, Marvelous AQL, Atelier Musa",Sentai Filmworks,Brain&#039;s Base,"Slice of Life, Comedy, Drama, Romance, School","['""Yukitoki (ユキトキ)"" by Nagi Yanagi']","['#1: ""Hello Alone"" by Yukino Yukinoshita (Saori Hayami) & Yui Yuigahama (Nao Touyama) (eps 1-4, 6-12)', '#2: ""Hello Alone -Yui Ballade-"" by Yui Yuigahama (Nao Touyama) (ep 5)', '#3: ""Hello Alone -Band arrange-"" by Yukino Yukinoshita (Saori Hayami) & Yui Yuigahama (Nao Touyama) (ep 13)']"
3923,Kamen Rider Den-O: Imagin Anime,OVA,Unknown,10,"{'from': '2008-04-25', 'to': '2008-04-25'}",5 min. per ep.,G - All Ages,6.72,315,4665.0,8614,836,Animate Film,,,"Action, Adventure, Comedy, Kids, Super Power",[],[]
35475,Isobe Isobee with Nakata Yasutaka de Sourou,ONA,Manga,1,"{'from': '2017-04-23', 'to': '2017-04-23'}",1 min.,G - All Ages,4.29,38,10598.0,11948,150,,,,"Historical, Music, Parody",[],[]
21981,Pic-lele,TV,Unknown,0,"{'from': '2013-12-07', 'to': '2018-03-11'}",1 min.,PG - Children,5.89,9,11757.0,13188,91,MMDGP,,Kachidoki Studio,Kids,[],[]
7531,Onbu Obake,Movie,Original,1,"{'from': '1955-12-26', 'to': '1955-12-26'}",25 min.,G - All Ages,5.21,19,11617.0,11956,148,Yomiuri Telecasting,,,Supernatural,[],[]
35267,Shingeki no Kyojin-ten 360° Taikan Theater,Special,Manga,3,"{'from': '2017-06-21', 'to': '2017-08-18'}",Unknown,PG-13 - Teens 13 or older,6.98,461,3654.0,4061,7888,Pony Canyon,,,"Action, Fantasy, Shounen, Super Power",[],[]
6374,Kagaku Ninja-tai Gatchaman II,TV,Unknown,52,"{'from': '1978-10-01', 'to': '1979-09-30'}",23 min. per ep.,PG-13 - Teens 13 or older,6.56,322,5374.0,7889,1216,,"Sentai Filmworks, Saban Entertainment",Tatsunoko Production,"Action, Adventure, Sci-Fi, Shounen","['""Warera Gatchaman (われらガッチャマン)"" by Isao Sasaki and Columbia Yurikago Kai']","['""Ashita Yume Mite (明日夢みて)"" by Isao Sasaki and Mitsuko Horie']"
441,Shoujo Kakumei Utena: Adolescence Mokushiroku,Movie,Original,1,"{'from': '1999-08-14', 'to': '1999-08-14'}",1 hr. 30 min.,R+ - Mild Nudity,7.6,14886,1362.0,2224,27637,Audio Tanaka,Central Park Media,J.C.Staff,"Dementia, Drama, Romance, Fantasy, Shoujo, Shoujo Ai",[],"['""Fiancé ni Naritai"" by Mitsuhiro Oikawa']"
30943,Ojiichan wa Boku no Hero,OVA,Unknown,1,"{'from': None, 'to': None}",10 min.,G - All Ages,8.33,27,11592.0,10552,286,,,,"Drama, Kids",[],[]
18919,The Midnight★Animal,ONA,Original,12,"{'from': '2013-08-03', 'to': '2014-01-22'}",15 min. per ep.,PG-13 - Teens 13 or older,4.6,10,12420.0,10828,247,,,Gonzo,"Action, Supernatural, Seinen","['""Blitzkrieg Midnight"" by THROPUS']","['""COSMETIC SIREN"" by Hoshikuzu Scat']"
3015,Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,Movie,Novel,1,"{'from': '1992-12-12', 'to': '1992-12-12'}",59 min.,PG-13 - Teens 13 or older,6.32,3782,6307.0,3934,8475,"Kitty Films, Magic Capsule, Tokuma Shoten, Tokuma Japan",,Magic Bus,"Action, Drama, Military, Sci-Fi, Shounen, Space",[],"['""Futari Mita Yume ~Two of Us~ (ふたり見た夢 ~TWO OF US~)"" by Hiroyuki Matsuda']"
21957,Sore Ike! Anpanman: Kokin-chan to Aoi Namida,Movie,Unknown,1,"{'from': '2006-07-15', 'to': '2006-07-15'}",21 min.,PG - Children,5.47,19,12208.0,12587,119,Tokyo Movie Shinsha,,,"Comedy, Fantasy, Kids",[],[]
4700,Visionary,OVA,Manga,5,"{'from': '1995-08-25', 'to': '1996-04-21'}",30 min. per ep.,Rx - Hentai,5.38,286,,7973,1169,"Knack Productions, BEAM Entertainment",Central Park Media,,Hentai,[],[]
4468,Nagagutsu wo Haita Neko no Bouken,TV,Unknown,26,"{'from': '1992-04-01', 'to': '1992-09-23'}",25 min. per ep.,G - All Ages,6.77,178,4452.0,9618,476,Enoki Films,,,"Adventure, Fantasy","['""8 Beat no Etude (8ビートのエチュード)"" by Mika Chiba']","['""Heart to Heart"" by Mika Chiba']"
37687,Mr. Bond,Special,Novel,1,"{'from': '1997-05-12', 'to': '1997-05-12'}",5 min.,G - All Ages,6.0,1,11340.0,14368,19,NHK,,,"Police, Kids",[],[]
